class,petal-shape,petal-surface,petal-color,petal-secondary-color,thorns,scent,fruit-taste,fruit-spacing,fruit-size,fruit-color,root,stem,stem-surface-primary,stem-surface-secondary,seed-color,seed-size,reproductive-organ-color,reproductive-organ,receptacle-shape,seed-dispersal,population,habitat
e,x,y,r,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,v,d
e,k,s,b,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,s,w,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,u
p,x,y,n,p,f,y,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
e,x,y,b,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,f,y,w,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,g
p,f,s,b,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,s,u
p,x,s,g,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,v,g
e,k,s,n,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,f,s,g,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,s,g
e,k,y,p,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,f,y,b,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,y,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,x,s,b,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,s,u
e,k,f,c,w,f,n,f,w,n,w,b,e,s,f,n,p,w,o,e,w,v,l
p,f,s,g,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,v,u
p,f,s,w,w,t,f,f,c,b,w,b,t,f,s,w,p,w,o,p,h,v,g
p,b,s,b,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,m
p,b,s,p,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,g
p,f,s,w,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,s,g
e,x,y,n,w,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,n,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,y,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
e,x,s,b,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,n,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,x,s,b,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,s,u
p,f,s,p,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,x,y,n,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,x,s,w,w,t,f,f,c,b,h,b,t,f,f,w,p,w,o,p,h,v,u
p,f,s,w,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,v,u
e,f,y,r,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,y,d
p,f,s,w,w,t,f,f,c,b,h,b,t,f,s,w,p,w,o,p,h,s,g
p,f,s,w,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,s,u
e,x,y,w,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,v,d
p,x,y,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
e,k,y,b,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,n,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,y,n,p,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,x,s,b,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,s,u
e,f,y,r,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,y,d
p,b,s,p,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,x,s,b,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,v,u
e,f,y,c,w,f,n,f,w,n,w,b,e,f,f,n,p,w,o,e,w,v,l
e,x,y,u,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,v,d
p,x,s,b,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,v,u
e,x,y,w,w,f,n,f,c,n,w,?,e,s,f,w,p,w,o,f,h,v,d
p,x,y,n,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
e,x,s,p,e,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,s,p,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,m
p,f,y,n,w,f,n,f,c,n,w,?,e,k,y,y,p,w,o,e,w,v,d
p,f,y,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,f,s,w,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,g
p,x,y,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,g
e,f,y,e,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,f,s,b,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,g
p,b,s,p,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,s,b,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,v,u
p,x,y,y,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,p
p,b,y,w,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
e,f,y,n,w,f,n,f,w,n,w,b,e,s,f,n,p,w,o,e,w,v,l
p,f,f,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,f,y,y,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,p
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,g
p,x,s,g,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,s,u
p,x,y,e,w,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,y,w,f,n,f,c,n,w,?,e,k,y,y,p,w,o,e,w,v,d
p,x,y,n,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,w,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,s,g
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
e,f,f,n,w,f,n,f,w,n,w,b,e,s,s,n,p,w,o,e,w,v,l
p,x,s,g,w,t,f,f,c,b,w,b,t,f,s,w,p,w,o,p,h,s,g
p,f,s,b,w,t,f,f,c,b,h,b,t,f,f,w,p,w,o,p,h,v,u
e,f,s,e,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,s,b,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,s,u
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,d
p,x,y,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,f,s,w,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,v,g
p,f,s,g,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,s,g
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
e,f,f,c,w,f,n,f,w,n,w,b,e,s,s,n,p,w,o,e,w,v,l
p,x,y,n,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
e,k,y,e,w,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,n,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,s,w,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,s,g
p,x,y,e,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
e,x,s,n,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,p
p,x,s,w,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,v,u
e,f,s,e,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
e,f,y,e,e,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,s,g,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,v,g
e,k,s,n,e,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,x,s,w,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,s,g
p,x,y,n,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,g
p,f,y,w,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,g
p,x,y,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
e,f,y,w,w,f,n,f,c,n,w,?,e,s,f,w,p,w,o,f,h,v,d
e,x,y,w,w,f,n,f,c,n,h,?,e,s,f,w,p,w,o,f,h,y,d
p,x,y,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,f,s,g,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,s,u
e,x,y,u,w,f,n,f,c,n,w,?,e,s,f,w,p,w,o,f,h,v,d
p,f,s,w,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,g
p,x,y,y,p,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,d
p,f,s,g,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,g
p,f,y,y,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,y,p
p,x,f,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,g
p,f,y,y,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,x,s,g,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,s,g
e,f,y,r,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,v,d
p,f,s,w,w,t,f,f,c,b,w,b,t,f,s,w,p,w,o,p,h,s,g
e,k,s,n,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,s,g,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,s,g
p,f,y,y,p,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,b,s,w,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,n,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,b,s,b,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,m
p,f,f,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
p,x,y,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,d
e,x,y,e,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
e,k,s,b,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,n,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
e,x,s,e,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,f,s,b,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,m
e,f,s,n,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,e,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
e,f,y,b,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,x,s,g,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,s,u
p,f,s,b,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,x,y,n,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,x,y,e,w,f,y,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,l
p,f,y,y,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
p,x,y,n,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,x,y,n,w,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,f,s,g,w,t,f,f,c,b,w,b,t,f,s,w,p,w,o,p,h,v,u
e,x,y,p,e,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
e,x,y,u,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,y,d
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,p
p,x,s,g,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,g
p,x,y,n,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,l
p,f,s,g,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,u
p,x,s,b,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,g
p,x,f,y,b,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,g
p,b,s,w,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,g
e,k,y,n,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,x,y,e,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
e,x,y,b,e,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,s,b,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,v,g
p,f,s,g,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,v,u
p,f,s,b,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,s,u
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,b,p,w,o,l,h,y,d
p,x,y,n,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,s,w,w,t,f,f,c,b,h,b,t,f,f,w,p,w,o,p,h,v,u
e,k,y,n,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
e,x,s,e,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
e,x,y,w,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,v,d
p,f,s,b,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,s,u
p,f,s,g,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,s,u
e,f,s,e,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,g
p,x,y,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,s,w,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,f,y,g,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
e,x,f,n,w,f,n,f,w,n,w,b,e,s,s,n,p,w,o,e,w,v,l
p,f,y,y,b,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
p,x,s,w,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,s,u
e,x,s,b,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
e,x,s,p,w,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,x,s,g,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,v,g
p,f,f,g,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,p
p,x,s,w,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,s,g
p,x,f,y,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,v,p
p,f,s,w,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,s,u
e,k,y,n,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
e,x,y,p,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,g
e,f,y,b,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
e,x,s,e,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,s,g,w,t,f,f,c,b,p,b,t,f,f,w,p,w,o,p,h,v,u
p,f,s,b,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,v,u
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,p
p,x,s,b,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,u
p,f,s,w,w,t,f,f,c,b,h,b,t,s,s,w,p,w,o,p,h,v,g
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,g
p,f,y,y,n,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
p,f,y,g,n,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,p
p,f,f,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
p,b,s,p,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,n,p,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,b,s,w,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,g
e,x,y,n,w,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
p,x,y,n,p,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,x,y,n,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,x,y,n,w,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,s,b,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,s,g
p,b,y,y,w,f,n,f,c,n,w,?,e,k,y,n,p,w,o,e,w,v,d
p,x,s,g,w,t,f,f,c,b,w,b,t,f,f,w,p,w,o,p,h,v,u
e,f,y,p,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
e,k,s,p,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
e,f,y,n,e,t,n,f,c,b,w,?,e,s,s,e,p,w,t,e,w,c,w
p,b,y,p,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,m
p,x,s,g,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,v,g
p,x,s,g,w,t,f,f,c,b,p,b,t,s,s,w,p,w,o,p,h,s,g
p,x,f,y,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,n,p,f,s,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,f,y,b,w,t,n,f,c,b,w,b,e,s,s,w,p,w,t,p,r,v,g
p,x,s,b,w,t,f,f,c,b,h,b,t,f,f,w,p,w,o,p,h,v,u
p,b,s,b,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,g
e,f,y,w,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,y,d
e,x,y,n,w,f,n,f,w,n,w,b,e,f,s,n,p,w,o,e,w,v,l
p,x,f,y,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,p
p,f,s,b,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,v,g
p,f,y,y,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
e,k,s,e,e,t,n,f,c,b,e,?,e,s,s,e,p,w,t,e,w,c,w
p,f,f,y,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,p
p,b,f,n,w,f,n,f,c,n,w,?,e,k,y,n,p,w,o,e,w,v,d
p,x,y,n,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,y,y,n,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,d
p,x,y,y,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,g
p,x,s,g,w,t,f,f,c,b,p,b,t,f,s,w,p,w,o,p,h,s,g
p,x,y,n,w,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
e,x,y,n,e,t,n,f,c,b,w,?,e,s,s,w,p,w,t,e,w,c,w
e,f,y,n,w,f,n,f,w,n,w,b,e,f,f,n,p,w,o,e,w,v,l
p,f,y,b,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,k,f,n,w,f,n,f,c,n,w,?,e,k,y,y,p,w,o,e,w,v,d
p,f,y,g,p,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,v,g
p,x,y,n,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,f,g,p,f,f,f,c,b,h,b,e,k,k,p,p,w,o,l,h,y,d
p,f,f,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,d
p,x,s,g,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,s,g
e,x,y,r,w,f,n,f,c,n,u,?,e,s,f,w,p,w,o,f,h,y,d
p,x,y,n,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,s,p,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,m
p,x,y,e,p,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,s,b,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,v,g
p,x,s,b,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,v,u
e,k,s,e,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
p,f,s,b,w,t,f,f,c,b,w,b,t,s,f,w,p,w,o,p,h,s,g
e,x,f,n,w,f,n,f,w,n,w,b,e,f,f,n,p,w,o,e,w,v,l
p,f,y,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,v,d
e,f,y,w,w,f,n,f,c,n,w,?,e,s,f,w,p,w,o,f,h,y,d
p,f,s,w,w,t,f,f,c,b,w,b,t,s,s,w,p,w,o,p,h,s,u
p,f,s,p,w,t,n,f,c,b,r,b,e,s,s,w,p,w,t,p,r,v,g
p,f,y,y,p,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
p,f,s,g,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,s,g
p,x,y,n,p,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,v,g
p,f,s,g,w,t,f,f,c,b,h,b,t,f,s,w,p,w,o,p,h,s,g
p,f,s,w,w,t,f,f,c,b,h,b,t,s,f,w,p,w,o,p,h,s,u
p,x,y,n,w,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,d
p,f,f,y,n,f,f,f,c,b,p,b,e,k,k,n,p,w,o,l,h,y,d
p,x,y,n,w,f,f,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,d
p,b,y,b,w,t,n,f,c,b,g,b,e,s,s,w,p,w,t,p,r,v,g
p,f,y,y,b,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,v,g
p,x,y,e,w,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,x,y,n,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
e,k,y,b,w,t,n,f,c,b,e,?,e,s,s,w,p,w,t,e,w,c,w
e,x,y,w,w,f,n,f,c,n,p,?,e,s,f,w,p,w,o,f,h,y,d
p,f,s,b,w,t,f,f,c,b,p,b,t,s,f,w,p,w,o,p,h,v,u
p,f,y,y,n,f,f,f,c,b,g,b,e,k,k,p,p,w,o,l,h,y,g
p,x,y,e,p,f,f,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,p
p,f,s,e,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,y,e,w,f,f,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,d
p,x,s,n,w,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,y,n,w,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,f,y,e,p,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,d
p,k,y,n,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,l
p,f,y,e,w,f,y,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,p
p,x,s,e,p,f,s,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,l
p,f,y,n,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,e,p,f,f,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,x,s,e,w,f,s,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,x,s,n,p,f,s,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,s,e,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,d
p,f,s,e,w,f,y,f,c,n,b,?,t,k,k,p,p,w,o,e,w,v,l
p,f,y,e,p,f,f,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,n,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,f,y,n,p,f,f,f,c,n,b,?,t,k,s,w,p,w,o,e,w,v,p
p,x,y,e,w,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,k,s,n,p,f,y,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,n,w,f,f,f,c,n,b,?,t,s,s,w,p,w,o,e,w,v,l
p,f,s,e,p,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,y,e,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,k,s,e,p,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,p
p,f,y,e,p,f,y,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,x,s,n,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,s,e,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,d
p,f,s,n,w,f,y,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,y,e,p,f,s,f,c,n,b,?,t,k,s,p,p,w,o,e,w,v,d
p,f,s,e,w,f,y,f,c,n,b,?,t,s,s,p,p,w,o,e,w,v,l
p,f,s,n,w,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,p
p,f,y,e,w,f,s,f,c,n,b,?,t,s,k,p,p,w,o,e,w,v,p
p,x,s,e,p,f,s,f,c,n,b,?,t,k,k,w,p,w,o,e,w,v,l
p,f,s,e,w,f,f,f,c,n,b,?,t,s,k,w,p,w,o,e,w,v,p
